dataset,backbone,supervision_type,seed,guard_jobid,source_dir,run_id,dataset_name,split,domain,student_name,student_backbone,train_method,class_id,class_name,iou,support_pixels,inter_pixels,union_pixels,teacher_iou,teacher_inter_pixels,teacher_union_pixels
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,2,class_2,0.5708179386332365,3947758,3693518,6470571,0.7922786870479107,3782077,4773670
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,3,class_3,0.2897685942277085,389817,158943,548517,0.3230235239578257,163050,504762
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,4,class_4,0.241492248888131,343024,101973,422262,0.3644982735723772,171542,470625
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,5,class_5,0.2154773961180869,229900,56596,262654,0.4384710162124556,134875,307603
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,6,class_6,0.5552385233246693,43472,28411,51169,0.6440721094560473,32905,51089
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,7,class_7,0.2692093850772823,73691,26631,98923,0.5673912089840323,51737,91184
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,8,class_8,0.7054329061329588,5980632,4628904,6561792,0.8128784467689688,5239078,6445094
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,9,class_9,0.0270184840098061,271384,7351,272073,0.1590123472639913,49543,311567
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,10,class_10,0.8257391653432987,7395671,6187162,7492877,0.9574061039989484,7175371,7494595
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,11,class_11,0.1952925178877845,53832,12064,61774,0.5551573792032491,37180,66972
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,12,class_12,0.0,237,0,6052,0.0042776589539179,22,5143
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,13,class_13,0.6050909556078905,529989,368953,609748,0.7833682948258652,471659,602091
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,14,class_14,0.1498967511013215,135043,21777,145280,0.623526798547051,95442,153068
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,15,class_15,0.138552865708689,139293,27798,200631,0.0160558562887792,2272,141506
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,16,class_16,0.485143317041636,231632,223637,460971,0.5306718294927236,221746,417859
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,17,class_17,0.1879033592586463,11864,2271,12086,0.5916615099009901,7649,12928
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,18,class_18,0.1169760405593261,9747,2861,24458,0.3313532309475514,6861,20706
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,0,class_0,0.7159799993275104,17823843,16523690,23078424,0.835525906213655,17205609,20592550
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,1,class_1,0.1020053829627752,5952655,642735,6300991,0.4169594095269022,2747750,6589970
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,2,class_2,0.527076097355956,15790198,14537250,27580932,0.7208052366727794,14550687,20186711
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,3,class_3,0.1636496099462885,1392976,454191,2775387,0.3313821268774897,742856,2241690
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,4,class_4,0.2215656190398787,1643745,537058,2423923,0.3353126534487973,721791,2152591
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,5,class_5,0.2669737941115055,972947,306849,1149360,0.444167377291857,611495,1376722
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,6,class_6,0.4744804839860289,178831,102428,215874,0.5865620042366275,127928,218098
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,7,class_7,0.2696385996616534,286302,95791,355257,0.4681045967027964,167610,358061
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,8,class_8,0.6986961509411718,22524854,17637261,25243106,0.7614249156107301,20415369,26812058
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,9,class_9,0.291967754532037,1214107,441137,1510910,0.3756957025575739,598481,1592994
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,10,class_10,0.7652291876636382,28678785,22162958,28962510,0.8237896967626823,23840099,28939545
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,11,class_11,0.209905104260743,159137,47181,224773,0.4353265779909812,107446,246817
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,12,class_12,0.0709229749991282,8577,2034,28679,0.1056311103828718,1934,18309
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,13,class_13,0.6444014792758062,1757944,1321844,2051274,0.7827680377242898,1569010,2004438
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,14,class_14,0.3341876947026626,357685,187624,561433,0.6797725820630948,283007,416326
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,15,class_15,0.294274163910327,466736,160144,544200,0.3617491903614358,175482,485093
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,16,class_16,0.2888191044222525,642098,348849,1207846,0.5321924680765019,557974,1048444
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,17,class_17,0.1415761293340957,32576,5447,38474,0.3797445397310672,14657,38597
acdc,b0,dense_multi,256,9269815,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9269815,acdc_b0_latest_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,18,class_18,0.1172822901476646,78833,16568,141266,0.4441224915702964,51500,115959
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,0,class_0,0.7943352829508611,3871000,3832435,4824707,0.9572971354336248,3807478,3977321
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,1,class_1,0.2657008424764263,1161899,332159,1250124,0.8049178444937796,1023152,1271126
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,2,class_2,0.7141055121347156,3647572,3526328,4938105,0.8503032894325895,3512074,4130378
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,3,class_3,0.3376924602502769,330799,139623,413462,0.5634963103724605,215876,383101
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,4,class_4,0.341682936536539,292216,109030,319097,0.4476089481391708,150688,336651
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,5,class_5,0.3300035355195663,274873,106407,322442,0.5560689022405068,187879,337870
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,6,class_6,0.5532769375373836,47875,32375,58515,0.652931854199683,37492,57421
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,7,class_7,0.4158704404783366,49659,27682,66564,0.5997598723705202,36466,60801
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,8,class_8,0.7808445339412833,5803349,4770736,6109713,0.8667478332136238,5338605,6159352
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,9,class_9,0.4510968137807816,311625,199964,443284,0.5349213513357789,222814,416536
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,10,class_10,0.9455725060376152,8177978,7828721,8279345,0.9696079395344964,7997463,8248141
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,11,class_11,0.2185011577342294,13804,3869,17707,0.3060895235479884,8917,29132
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,12,class_12,0.2916822780067441,2650,1557,5338,0.4573293172690763,1822,3984
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,13,class_13,0.7497135137736162,496078,420671,561109,0.8287871368379136,462048,557499
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,14,class_14,0.6542508666517659,184379,149285,228177,0.8393848939989786,159442,189951
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,15,class_15,0.7759102932428841,73045,61307,79013,0.9583709206686124,72242,75380
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,16,class_16,0.74277715911903,49085,48025,64656,0.8353266983989615,48261,57775
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,17,class_17,0.5437425098442048,5786,3176,5841,0.6498311082515683,4040,6217
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,18,class_18,0.2234162895927602,4173,2765,12376,0.50908824391674,3473,6822
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,0,class_0,0.7037099968510955,6775272,6038368,8580762,0.8089976534863712,6659841,8232213
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,1,class_1,0.0483362661309335,2203590,110507,2286213,0.2931383724787295,696376,2375588
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,2,class_2,0.3583661083402344,4815249,4383674,12232390,0.54155741606207,4077975,7530088
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,3,class_3,0.0660573630564346,508420,66169,1001690,0.294982881236102,275791,934939
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,4,class_4,0.1802668487187241,647699,199095,1104446,0.2935580365376404,232387,791622
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,5,class_5,0.2023634442455739,201896,46921,231865,0.3865461385364058,134399,347692
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,6,class_6,0.1877729257641921,21922,5203,27709,0.3261206503570886,10731,32905
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,7,class_7,0.0597310954521443,98014,5993,100333,0.2827892569016577,33230,117508
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,8,class_8,0.4471673707107399,4815790,2729625,6104258,0.5385578277267232,4226681,7848147
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,9,class_9,0.090388962463897,277785,32829,363197,0.1763502343700417,58352,330887
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,10,class_10,0.0007845989882327,4651310,3650,4652058,0.0892327390324052,416624,4668959
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,11,class_11,0.1187824994318865,44403,8886,74809,0.3068715787433997,25339,82572
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,12,class_12,0.044318498559881,2728,477,10763,0.0243243243243243,90,3700
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,13,class_13,0.3239678986401084,144340,63822,197001,0.5783673791486291,102607,177408
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,14,class_14,0.0,3992,0,86794,0.0005102908657935,12,23516
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,15,class_15,,0,0,0,0.0,0,327
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,16,class_16,0.1083500637650416,310619,34324,316788,0.6919487163836228,249397,360427
acdc,b0,dense_multi,256,9274873,paper_eval_acdc_b0_mit-b0_guard_dense_multi_s256_j9274873,acdc_b0_dense_multi_s256_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/models--nvidia--mit-b0/snapshots/80983a413c30d36a39c20203974ae7807835e2b4,skd,17,class_17,0.0,10422,0,10422,0.1432951910851843,1916,13371
