run_id,timestamp,dataset_name,split,domain,student_name,student_backbone,student_ckpt,train_method,image_id,image_path,condition,student_miou,student_risk,student_pixel_acc,student_msp,student_msp_std,student_entropy,student_entropy_std,temp_msp,temp_entropy,energy_score,max_logit,low_conf_frac_050,low_conf_frac_070,n_valid_pixels,student_latency_ms,guardrail_latency_ms,teacher_latency_ms,student_miou_near,student_risk_near,n_near_pixels,student_miou_dynamic,student_risk_dynamic,n_dynamic_pixels,mc_entropy,mc_mutual_info,mc_dropout_latency_ms,ensemble_entropy,guardrailpp_utility_dense_bce,guardrailpp_keep_dense_bce,guardrailpp_utility_dense_bce_q90,guardrailpp_utility_dense_bce_q95,guardrailpp_utility_dense_gap_raw,guardrailpp_utility_dense_gap,guardrailpp_keep_dense_gap,guardrailpp_utility_dense_gap_q90,guardrailpp_utility_dense_gap_q95,guardrailpp_utility_scalar,guardrailpp_utility,guardrailpp_keep,guardrail_risk,guardrail_keep,teacher_miou,teacher_risk,teacher_pixel_acc,teacher_miou_near,teacher_risk_near,teacher_benefit_near,teacher_miou_dynamic,teacher_risk_dynamic,teacher_benefit_dynamic,teacher_gain,teacher_benefit,teacher_gap,student_better_gap,oracle_keep,oracle_fail,disagreement_rate,confident_wrong_teacher_right,n_confident_pixels
bdd_b1_skd,2026-07-09 22:08:48,bdd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000000,/home/manors/Guardrail-Distillation/data/bdd100k/seg/images/val/7d06fefd-f7be05a6.jpg,,0.5460509351272876,0.45394906487271236,0.9373070001602173,0.9652564525604248,0.09218457341194153,0.09977920353412628,0.20896382629871368,0.8994340896606445,0.333327054977417,-5.137285232543945,5.095761299133301,0.006285387556999922,0.039502084255218506,447546,9.777913510333747,67.84273125231266,33.07614877121523,0.48208985789588565,0.5179101421041143,107718,0.9854564403808802,0.014543559619119795,21109,0.1017524003982544,0.001035368419252336,32.612049486488104,0.11511435359716415,0.06211188808083534,0.9378881119191647,0.2000436782836914,0.3051348328590393,0.05109664425253868,0.5127713680267334,0.4872286319732666,0.5482429265975952,0.5788297653198242,0.5055986642837524,0.5127713680267334,0.4872286319732666,0.5127713680267334,0.4872286319732666,0.5032528254862737,0.4967471745137263,0.9566391110420227,0.7174872842870467,0.28251271571295333,0.235397426391161,0.4833720214126676,0.5166279785873324,0.0,0.0,0.0,0.035649966448545456,0.016317876055836678,1.0,0.0,0.054821182042360306,0.01990186609327793,404801
bdd_b1_skd,2026-07-09 22:08:48,bdd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000001,/home/manors/Guardrail-Distillation/data/bdd100k/seg/images/val/7d128593-0ccfea4c.jpg,,0.3361745419501572,0.6638254580498428,0.8749971985816956,0.9338787198066711,0.14151977002620697,0.17133767902851105,0.3289375305175781,0.8644846081733704,0.41181984543800354,-5.868044376373291,5.783358573913574,0.02788407728075981,0.09327378869056702,439534,9.777913510333747,67.84273125231266,33.07614877121523,1.0,0.0,98637,0.29988870034849563,0.7001112996515044,59853,0.17307519912719727,0.0012564754579216242,32.612049486488104,0.23932424187660217,0.09975308179855347,0.9002469182014465,0.3820893466472626,0.46627137064933777,0.06822088360786438,0.5170485973358154,0.48295140266418457,0.5958975553512573,0.6264064311981201,0.5657318830490112,0.5170485973358154,0.48295140266418457,0.5170485973358154,0.48295140266418457,0.4002373159676383,0.5997626840323618,0.8989884853363037,1.0,0.0,0.0,0.3665427915619193,0.6334572084380807,0.0666540912134237,0.06406277401748106,0.06406277401748106,0.04140976816415787,0.017418447881937027,0.9359372259825189,0.06406277401748106,0.08991341292858124,0.007869699038565159,357302
bdd_b1_skd,2026-07-09 22:08:48,bdd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000002,/home/manors/Guardrail-Distillation/data/bdd100k/seg/images/val/7d15b18b-1e0d6e3f.jpg,,0.30815550663809116,0.6918444933619088,0.689603865146637,0.9466956257820129,0.11314155906438828,0.13802550733089447,0.2405012547969818,0.8720881342887878,0.40018999576568604,-3.930325984954834,3.8662612438201904,0.005859739147126675,0.06595750898122787,423227,9.777913510333747,67.84273125231266,33.07614877121523,0.058112857476712014,0.941887142523288,74775,0.4907522221575044,0.5092477778424955,23586,0.1411478966474533,0.0019835075363516808,32.612049486488104,0.19465677440166473,0.18327975273132324,0.8167202472686768,0.5406131148338318,0.616808295249939,0.3337324857711792,0.5826672315597534,0.4173327684402466,0.7355325818061829,0.7991913557052612,0.486288458108902,0.5826672315597534,0.4173327684402466,0.5826672315597534,0.4173327684402466,0.5092845200414192,0.4907154799585808,0.9267343282699585,0.48295786072867436,0.5170421392713256,0.4248450032519624,0.45356710412230583,0.5464328958776942,0.0,0.201129013403328,0.201129013403328,0.24734006822109222,0.010209650732576847,0.798870986596672,0.201129013403328,0.26377570629119873,0.1662464737892151,353246
bdd_b1_skd,2026-07-09 22:08:48,bdd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000003,/home/manors/Guardrail-Distillation/data/bdd100k/seg/images/val/7d209219-ccdc1a09.jpg,,0.31459164026255193,0.6854083597374481,0.6985299587249756,0.947102963924408,0.11541212350130081,0.1367565393447876,0.24884743988513947,0.8826038837432861,0.336370587348938,-6.434064865112305,6.369943141937256,0.008520042523741722,0.06767955422401428,484622,9.777913510333747,67.84273125231266,33.07614877121523,0.94797472090837,0.05202527909163002,136304,0.4770640776699029,0.5229359223300971,64395,0.138787180185318,0.0013543952954933047,32.612049486488104,0.1552242785692215,0.07261953502893448,0.9273804649710655,0.2681888937950134,0.3563523292541504,0.033606018871068954,0.5084007382392883,0.49159926176071167,0.549787163734436,0.579825758934021,0.5384329557418823,0.5084007382392883,0.49159926176071167,0.5084007382392883,0.49159926176071167,0.3255508642033458,0.6744491357966542,0.6924117803573608,0.9473522811565258,0.05264771884347419,0.0,0.4745254590077356,0.5254745409922644,0.0,0.01095922394079385,0.01095922394079385,0.012516971677541733,0.018635142594575882,0.9890407760592062,0.01095922394079385,0.07438993453979492,0.0005365005927160382,406356
bdd_b1_skd,2026-07-09 22:08:48,bdd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000004,/home/manors/Guardrail-Distillation/data/bdd100k/seg/images/val/7d22891c-224788c0.jpg,,0.1531965248469816,0.8468034751530185,0.2487582564353943,0.8903824687004089,0.13807348906993866,0.31139594316482544,0.29652246832847595,0.7191552519798279,0.9017824530601501,-2.6138551235198975,2.4830524921417236,0.013240541331470013,0.12606069445610046,141535,9.547699009999633,21.93072729278356,32.95147244352847,0.15880536171338328,0.8411946382866167,42847,0.6468732394366197,0.3531267605633803,8875,0.31821006536483765,0.0038648475892841816,33.134056720882654,0.5616155862808228,0.3629041016101837,0.6370958983898163,0.673491358757019,0.7270717620849609,0.9102209210395813,0.7130453586578369,0.2869546413421631,0.8953635096549988,0.9248159527778625,0.4847453236579895,0.7130453586578369,0.2869546413421631,0.7130453586578369,0.2869546413421631,0.36906859071291703,0.630931409287083,0.9629066586494446,1.0,0.0,0.8411946382866167,0.3244507042253521,0.6755492957746478,0.0,0.21587206586593544,0.21587206586593544,0.7194333672523499,0.0052849119529128075,0.7841279341340646,0.21587206586593544,0.7493976354598999,0.5174762606620789,90983
bdd_b1_skd,2026-07-09 22:08:48,bdd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000005,/home/manors/Guardrail-Distillation/data/bdd100k/seg/images/val/7d2f7975-e0c1c5a7.jpg,,0.2438928788157918,0.7561071211842082,0.5241149663925171,0.9340670704841614,0.12274914234876633,0.17591995000839233,0.26508989930152893,0.8440607190132141,0.4719002842903137,-4.293440818786621,4.214111328125,0.009631725028157234,0.08173894137144089,336596,9.547699009999633,21.93072729278356,32.95147244352847,0.012513957876092566,0.9874860421239074,8657,0.37724679915034526,0.6227532008496548,203917,0.18035191297531128,0.0028917165473103523,33.134056720882654,0.3384782671928406,0.23900380730628967,0.7609961926937103,0.4979363977909088,0.5514448881149292,0.3770523965358734,0.593161940574646,0.406838059425354,0.7151684761047363,0.7650399804115295,0.521512508392334,0.593161940574646,0.406838059425354,0.593161940574646,0.406838059425354,0.2750675241822168,0.7249324758177832,0.721137523651123,1.0,0.0,0.9874860421239074,0.3483908136698041,0.6516091863301958,0.0,0.031174645366425002,0.031174645366425002,0.26005953550338745,0.06303699314594269,0.968825354633575,0.031174645366425002,0.33436521887779236,0.2036476880311966,268482
bdd_b1_skd,2026-07-09 22:08:48,bdd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000006,/home/manors/Guardrail-Distillation/data/bdd100k/seg/images/val/7d35e395-ae41f911.jpg,,0.287057308652173,0.712942691347827,0.8782364726066589,0.9475598335266113,0.12817628681659698,0.14429089426994324,0.32081589102745056,0.8896837830543518,0.3447432219982147,-6.398309230804443,6.33132266998291,0.020861167460680008,0.07363801449537277,488036,9.547699009999633,21.93072729278356,32.95147244352847,0.09635778755260084,0.9036422124473992,141532,0.30330204492122026,0.6966979550787797,8786,0.14640428125858307,0.0014614000683650374,33.134056720882654,0.1760478913784027,0.08377260714769363,0.9162273928523064,0.37941640615463257,0.46266454458236694,0.06905034184455872,0.5172557234764099,0.4827442765235901,0.5983909368515015,0.6304956078529358,0.5525657534599304,0.5172557234764099,0.4827442765235901,0.5172557234764099,0.4827442765235901,0.3566576567049893,0.6433423432950107,0.9480428099632263,0.27416336247726314,0.7258366375227369,0.1778055749246623,0.4530099441425713,0.5469900558574288,0.14970789922135097,0.06960034805281623,0.06960034805281623,0.0784388855099678,0.008632560260593891,0.9303996519471838,0.06960034805281623,0.10889770835638046,0.015648435801267624,413242
bdd_b1_skd,2026-07-09 22:08:48,bdd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000007,/home/manors/Guardrail-Distillation/data/bdd100k/seg/images/val/7d4a9094-0455564b.jpg,,0.3691700198943344,0.6308299801056656,0.9475074410438538,0.981022834777832,0.07123413681983948,0.05137190222740173,0.1588510423898697,0.9489617347717285,0.17168734967708588,-6.731518745422363,6.708758354187012,0.0025961033534258604,0.022110285237431526,483802,9.547699009999633,21.93072729278356,32.95147244352847,0.4506699188167603,0.5493300811832398,135855,0.37737007424328955,0.6226299257567105,35143,0.05252407491207123,0.0006257658242247999,33.134056720882654,0.06148415431380272,0.03952714800834656,0.9604728519916534,0.1483742743730545,0.2892811894416809,0.01066549401730299,0.5026663541793823,0.4973336458206177,0.5327528715133667,0.5751584768295288,0.5355533361434937,0.5026663541793823,0.4973336458206177,0.5026663541793823,0.4973336458206177,0.3820973121173455,0.6179026878826546,0.949704647064209,0.4492280962071904,0.5507719037928096,0.0,0.38683027404713494,0.613169725952865,0.009460199803845493,0.012927292223011033,0.012927292223011033,0.008059082552790642,0.005861902143806219,0.987072707776989,0.012927292223011033,0.01683126576244831,0.0005994187667965889,455999
bdd_b1_skd,2026-07-09 22:08:49,bdd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000008,/home/manors/Guardrail-Distillation/data/bdd100k/seg/images/val/7d5040af-1a6f933f.jpg,,0.45561022155396824,0.5443897784460318,0.9119119048118591,0.9606560468673706,0.09558237344026566,0.10685858130455017,0.21014420688152313,0.8975532650947571,0.3272680640220642,-5.69738245010376,5.65079402923584,0.0035475322511047125,0.04267338663339615,504858,9.571781498380005,21.92207472398877,33.14901702105999,0.4253378131309289,0.5746621868690711,175104,0.8017917133258678,0.19820828667413215,50901,0.10932759195566177,0.0013245349982753396,32.64625195879489,0.14147038757801056,0.08525548875331879,0.9147445112466812,0.3269537687301636,0.43006283044815063,0.06293680518865585,0.5157290101051331,0.48427098989486694,0.5820558071136475,0.6224187016487122,0.5358507037162781,0.5157290101051331,0.48427098989486694,0.5157290101051331,0.48427098989486694,0.4477478990864793,0.5522521009135207,0.9441546201705933,0.5370311885493811,0.46296881145061886,0.11169337541845226,0.9596471582090725,0.04035284179092746,0.1578554448832047,0.0,0.0,0.04691022261977196,0.014667491428554058,1.0,0.0,0.06454092264175415,0.018292272463440895,441271
bdd_b1_skd,2026-07-09 22:08:49,bdd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000009,/home/manors/Guardrail-Distillation/data/bdd100k/seg/images/val/7d6c1119-00000000.jpg,,0.46835935620159724,0.5316406437984027,0.9510130286216736,0.978818416595459,0.07618734985589981,0.05484980344772339,0.16260097920894623,0.9460873007774353,0.17468057572841644,-6.715747833251953,6.690216064453125,0.002485583769157529,0.026470914483070374,452610,9.571781498380005,21.92207472398877,33.14901702105999,0.7911139655761037,0.2088860344238963,110037,0.8385486933283092,0.16145130667169083,72796,0.05593246594071388,0.0007055906462483108,32.64625195879489,0.06237143650650978,0.02632403001189232,0.9736759699881077,0.09329885244369507,0.1751037985086441,-0.009223468601703644,0.49769413471221924,0.5023058652877808,0.5155287384986877,0.534949541091919,0.5118278861045837,0.49769413471221924,0.5023058652877808,0.49769413471221924,0.5023058652877808,0.6317422872832332,0.36825771271676677,0.9707584977149963,0.9318888221519035,0.0681111778480965,0.1407748565757998,0.9305661129018509,0.06943388709814913,0.0920174195735417,0.16338293108163593,0.16338293108163593,0.025763902813196182,0.006018426734954119,0.8366170689183641,0.16338293108163593,0.03333554416894913,0.009920240379869938,424007
